31 81.1 
30 80.0 
29 78.9 
28 77.8 
27 76.6 
26 75.3 
25 74.0 
24 72.7 
23 71.3 
22 69.8
21 68.3
20 66.8
19 65.2
18 63.5
17 61.8
16 60.1
15 58.3
14 56.4
13 54.5
12 52.6
11 50.6
10 48.5
9 46.4
8 44.3
7 42.1
6 39.8
5 37.5
4 35.2
3 32.8
2 30.3
1 27.8
0 25.3
